ID,Name,NetWorth,x,y,z,sector or company,industries,connections,Age,Source_or_company_extended,Philanthropy_Score,Self_Made_Score,Citizenship,Marital_Status,Children,connection_names_matched
1136,Qian Dongqi,3237348782,0.49253675,0.5110642,0.0050292015,Home-cleaning robots,Home-cleaning robots,1931/253/139/3228,68,Home-cleaning robots/ Self Made,,,China,Married,1,Gao Jifan & family/Sun Piaoyang/Zhong Huijuan/Wu Jinzi
1137,Scott Shleifer,3237348782,-1.0230038,1.7718222,0.53366435,Private equity,investment/finance,1655/1830/336/1358/335/2874,48,Private equity/ Self Made,2,6,United States,Married,,Adebayo Ogunlesi/David Grain/Michael Kim/William Chisholm/Robert F. Smith/Stefan Kaluzny
1138,Cameron Adams,3237348782,1.0480739,-0.6965748,-1.4919913,Software,software/cloud,502/503/470/509/2851,46,Software/ Self Made,,,Australia,Married,,Cliff Obrecht/Melanie Perkins/Mike Cannon-Brookes/Scott Farquhar/Tope Awotona
1139,Albert Chao & family,3237348782,-0.63299274,0.63050485,-0.34451044,Chemicals  building products,Chemicals/building products,1141/1140,76,Chemicals/ building products/ Self Made,1,7,United States,,,Dorothy Chao Jenkins & family/James Chao & family
1140,James Chao & family,3237348782,-0.86048555,0.3230309,0.19313283,Chemicals  building products,Chemicals/building products,1139/1141,78,Chemicals/ building products/ Self Made,1,7,United States,,,Albert Chao & family/Dorothy Chao Jenkins & family
1141,Dorothy Chao Jenkins & family,3237348782,-0.76602644,0.4231896,0.16058297,Chemicals  building products,Chemicals/building products,1139/1140,80,Chemicals/ building products,1,2,United States,,,Albert Chao & family/James Chao & family
1142,James Packer,3237348782,-0.89573854,0.44628185,-0.16421053,Investments,investment/finance,3021/406/2331/1420/49/2553,58,Investments,,,Australia,Divorced,3,Cheah Cheng Hye/Frank Lowy/Gretel Packer/Richard Chandler/Stephen Schwarzman/Thaksin Shinawatra
1143,Hu Kaijun,3237348782,0.32534388,0.64619297,-0.49045935,Pharmaceuticals,healthcare/pharmaceuticals,1128/94/455/139,64,Pharmaceuticals/ Self Made,,,China,,,Dennis Bastas/Dilip Shanghvi/Pankaj Patel/Zhong Huijuan
1144,Giorgio Perfetti,3237348782,0.14676583,1.1366593,0.9620218,Candy,Candy,1309/3076/2334/1597,59,Candy,,,Italy,,,Augusto Perfetti/Axel Oberwelland & family/Maike Oberwelland-Height/Timm Oberwelland
1145,Olivier Pomel,3237348782,-1.1049469,0.9028019,0.017659664,Cloud computing,software/cloud,1005/2759/492/1323/3167,49,Cloud computing/ Self Made,,,France,Married,,Alexis Lê-Quôc/Jared Smith/Leonid Boguslavsky/Ryan Smith/Scott Smith
1146,Lawrence Stroll,3237348782,0.072048746,0.7482411,0.7687489,Fashion investments,luxury/fashion/retail/investment/finance,135/274/1592,66,Fashion investments/ Self Made,,,Canada,Married,2,Eric Li/Ernesto Bertarelli/Toto Wolff
1147,Erman Ilicak,3237348782,0.37370336,0.27564514,0.53582114,Construction,construction/materials,301/994,58,Construction/ Self Made,,,Turkey,Married,3,Rafael Del Pino/Ravi Pillai
1148,Shekhar Bajaj,3237348782,0.7284812,0.19184,0.2783571,Diversified,Diversified,824/825,77,Diversified,,,India,Married,1,Rajiv Bajaj/Sanjiv Bajaj
1149,Kumud Bajaj,3237348782,0.74803,0.43172678,-0.06425093,Diversified,Diversified,969/824/825,71,Diversified,,,India,Widowed,2,Abhay Firodia/Rajiv Bajaj/Sanjiv Bajaj
1150,Niraj Bajaj,3237348782,0.37741804,0.38027185,-0.6112864,Diversified,Diversified,,,,,,,,,
1151,Louis Le Duff,3152155393,-0.009021018,1.8064635,0.85265136,Bakeries,Bakeries,,79,Bakeries/ Self Made,,,France,Married,2,
1152,Antonio Del Valle Ruiz & family,3152155393,-0.8386387,0.40501285,0.18274978,Chemicals,Chemicals,1319/123/1881/2735/1212,87,Chemicals/ Self Made,,,Mexico,Married,5,Arun Bharat Ram/Chen Jianhua/Lee Dong-chae/Soegiarto Adikoesoemo/Vivek Jain
1153,Masahiro Miki,3152155393,0.90686446,1.0087464,-0.78247017,Shoes,Shoes,551/1256/1873/1255/1254,70,Shoes/ Self Made,,,Japan,Married,,Zhang Congyuan/Bill Alfond/Christian Birkenstock/Susan Alfond/Ted Alfond
1154,Kenneth Dart,3152155393,-1.0394856,0.049129844,-0.13421208,Investments,investment/finance,800/801,71,Investments,,,Belize,Married,3,Ian Livingstone/Richard Livingstone
1155,Peter Hargreaves,3152155393,-0.52965486,0.23246118,0.21875921,Financial services,finance,746/1763/2024/1333,79,Financial services/ Self Made,,,United Kingdom,Married,2,Andre Koo/Jannie Mouton & family/Michael Heine/Stephen Lansdown
1156,C.C. Leung,3152155393,1.4602368,0.3804593,-1.3887546,Electronics,Electronics,184/194/225/187,76,Electronics/ Self Made,,,Taiwan,Widowed,3,Barry Lam/Bruce Cheng/Pierre Chen/Terry Gou
1157,Danny Harris,3152155393,-0.46994203,0.40651146,-0.22074008,Alo Yoga,Alo Yoga,1167,54,Alo Yoga/ Self Made,,,United States,Married,4,Marco DeGeorge
1158,Margaret Baker,3152155393,0.10345347,0.6984075,0.81790614,Medical supplies,healthcare/pharmaceuticals,813/309/1034/954,60,Medical supplies,,,United States,,,Andy Mills/Charlie Mills/Nancy Mills Barnett/Wendy Abrams
1159,Robert Clark,3152155393,-0.6321514,0.2949304,0.11496432,Construction,construction/materials,301/994,67,Construction/ Self Made,,,United States,,,Rafael Del Pino/Ravi Pillai
1160,Maggie Gu,3152155393,0.47937858,0.5433411,-0.5450154,Shein,Shein,1162/1161,44,Shein/ Self Made,,,China,,,Molly Miao/Ren Xiaoqing
1161,Ren Xiaoqing,3152155393,0.63282466,0.21287051,-0.5454677,Shein,Shein,1160/1162,45,Shein/ Self Made,,,China,,,Maggie Gu/Molly Miao
1162,Molly Miao,3152155393,0.7801044,0.07085031,-0.3564293,Shein,Shein,1160/1161,40,Shein/ Self Made,,,China,,,Maggie Gu/Ren Xiaoqing
1163,N.R. Narayana Murthy,3152155393,1.9673301,0.1326282,-0.043695003,Software services,software/cloud,2065/1680/1492,79,Software services/ Self Made,,,India,Married,2,K. Dinesh/Nandan Nilekani/Senapathy Gopalakrishnan
1164,Ji Qi,3152155393,1.6200595,-0.38657343,-0.78586805,Hotels  motels,Hotels/motels,2834/1049/2922,59,Hotels/ motels/ Self Made,,,Singapore,,,Tang Ye/Wu Kai/Zhao Tongtong
1165,Liu Wei,3152155393,-0.29198965,1.6778277,1.4650135,Mobile gaming,Mobile gaming,,,,,,,,,
1166,Adam Kwok,3152155393,1.2227434,0.62432235,-0.36061263,Real estate,real estate,136,43,Real estate,,,Hong Kong,,,Kwong Siu-hing
1167,Marco DeGeorge,3152155393,-0.64992064,0.24141024,-0.12306368,Alo Yoga,Alo Yoga,1157,53,Alo Yoga/ Self Made,,,United States,Married,4,Danny Harris
1168,Ricardo Salinas Pliego & family,3152155393,-0.6956611,0.05364999,-0.07297441,Retail  media,ai/software/retail/media/entertainment,,70,Retail/ media,,,Mexico,Married,6,
1169,Liang Feng,3152155393,0.8815274,1.6754556,-1.4345653,Manufacturing,Manufacturing,312/1890/920/533/2015/302,57,Manufacturing/ Self Made,,,China,Married,,Anthony Pratt/Fiona Geminder/Haryanto Tjiptodihardjo/Horst Julius Pudwill/Yeh Kuo-I/Zhou Chaonan
1170,Ralph Dommermuth,3152155393,-0.1549789,1.3187225,1.5969381,Internet service provider,Internet service provider,1623/1210/1382,62,Internet service provider/ Self Made,,,Germany,Married,1,Douglas Hsu/Gil Shwed/Wei Huang
1171,Alberto Siccardi & family,3152155393,-0.2749759,0.69449717,0.8818517,Medical devices,healthcare/pharmaceuticals,341/329/860/576,82,Medical devices,,,Switzerland,Married,3,Carl Cook/Li Xiting/Reinhold Schmieding/Xu Hang
1172,Susan Ocampo & family,3152155393,-0.5961674,0.23505409,-1.1814774,Semiconductors,semiconductors/hardware,656/50/6/454/1577/1042/1559,68,Semiconductors/ Self Made,,8,United States,Widowed,3,Chen Weiliang/Henry Samueli/Jensen Huang/Kwak Dong Shin/Lisa Su/Weili Dai/Zhang Xingang
1173,Kommer Damen,3152155393,0.14421621,0.43307072,0.59780806,Shipbuilding,Shipbuilding,1405,82,Shipbuilding,,,Netherlands,Married,4,Ren Yuanlin
1174,Wang Junlin & family,3152155393,0.49375588,0.6088095,-0.23627037,Liquor,Liquor,1714/1625/1459/695/1413,63,Liquor/ Self Made,,,China,Married,,Charles Bronfman/Richard Sands/Robert Sands/William Goldring & family/Wu Xiangdong
1175,Brunello Cucinelli & family,3152155393,0.17854473,0.8684896,0.6408907,Fashion,luxury/fashion/retail,1052/1675,72,Fashion/ Self Made,,,Italy,Married,2,Renzo Rosso & family/Tom Ford
1176,Jack Gance,3152155393,0.49104735,0.20629588,-0.34628603,Pharmacies,Pharmacies,2108/538/717/1278,80,Pharmacies/ Self Made,,,Australia,Married,2,Abdullah Amer Al Nahdi/Daryl Katz/Mario Verrocchi/Sam Gance
1177,Kentaro Ogawa,3152155393,0.83038473,0.5996482,-0.59908986,Restaurants,food/beverages,3332/704,77,Restaurants/ Self Made,,,Japan,Married,,Takaya Awata/Zhang Yong
1178,Jack Cockwell,3066962004,-1.1773984,0.693286,0.6771327,Real estate  private equity,investment/finance/real estate,3143/561/3197/1912/2294,85,Real estate/ private equity/ Self Made,,,Canada,,,Brian Lawson/Bruce Flatt/Cyrus Madon/Howard Marks/Sam Pollock
1179,Fabrizio Di Amato,3066962004,0.26412725,0.36528197,0.47925192,Engineering,construction/materials,1216/910/1832/1045/1126,62,Engineering/ Self Made,,,Italy,,,Anu Aga/Baba Kalyani/Bhadresh Shah/Otto Happel/Wolfgang Leitner
1180,Roman Trotsenko,3066962004,1.0058159,1.7489084,0.6018417,Transport  engineering  real estate,real estate/construction/materials,61/506/259/838/787/410,55,Transport/ engineering/ real estate/ Self Made,,,Russia,Married,2,Len Blavatnik/Oleg Deripaska/Alexander Gerko/Pyotr Aven/Timur Kulibayev/Yuri Milner
1181,Syed Mokhtar AlBukhary,3066962004,0.65813315,0.067002624,0.06149584,Engineering  automotive,automotive/construction/materials,,74,Engineering/ automotive/ Self Made,,,Malaysia,Married,5,
1182,Takahisa Takahara,3066962004,0.85711944,1.0906115,-0.61999166,Personal care goods,Personal care goods,,64,Personal care goods,,,Japan,,,
1183,Barry Zekelman,3066962004,-1.0818064,1.265709,-0.32541633,Steel,mining/materials,2249/1891/80/56/371,59,Steel,,,Canada,,,Alan Zekelman/Clayton Zekelman/Lakshmi Mittal/Savitri Jindal & family/Viktor Rashnikov
1184,Issad Rebrab & family,3066962004,-0.29622707,1.1934178,1.1863525,Food,food/beverages,1474/808/2964/1839/2434,82,Food/ Self Made,,,Algeria,Married,5,Long Wan/Murat Ulker/Tsao Ter-fung/Wei Ing-Chou/Winai Teawsomboonkij
1185,Hemant Taneja,3066962004,-1.2039757,0.8869915,-1.4820373,Venture capital,investment/finance,266/1242/3207,51,Venture capital/ Self Made,,9,United States,,,Douglas Leone/Neil Shen/Theresia Gouw
1186,Panagiotis Tsakos & family,3066962004,1.0970248,0.6359215,1.4133992,Shipping,logistics/shipping,59/48/44,90,Shipping/ Self Made,,,Greece,Married,,Idan Ofer/Klaus-Michael Kuehne/Rafaela Aponte-Diamant
1187,Hiroshi Mikitani,3066962004,1.4695528,1.1164998,-1.1349913,Online retail,ai/software/e-commerce/retail,67/354/2583,61,Online retail/ Self Made,,,Japan,Married,2,Eduardo Saverin/Michael Rubin/Yusaku Maezawa
1188,Eric Sprott,3066962004,-0.75986993,0.37299496,0.22839512,Asset management,Asset management,2075/596/2109/3292/265/504,81,Asset management/ Self Made,,,Canada,Married,2,Conni Jonsson/David Thomson/Gregg Hymowitz/Hartley Rogers/Jim Pattison/Quek Leng Chan
1189,Vladimir Litvinenko & family,3066962004,1.1376411,1.1971151,0.774986,Chemical industry,Chemical industry,305,70,Chemical industry/ Self Made,,,Russia,Married,1,Andrei Guryev & family
1190,Leon G. Cooperman,3066962004,-0.8040252,0.6882651,0.5196684,Hedge funds,hedge funds/finance,115/34/120/70,83,Hedge funds/ Self Made,3,9,United States,Married,2,David Tepper/Ken Griffin/Steve Cohen/Marilyn Simons & family
1191,Gang Ye,3066962004,2.0136988,0.5358307,-0.6676026,Online gaming  e-commerce,e-commerce/retail,3311/714,45,Online gaming/ e-commerce/ Self Made,,,Singapore,Married,2,Christopher Urmson/Forrest Li
1192,Klaus-Peter Schulenberg,3066962004,-0.3337553,1.1008443,0.8032218,Ticketing service,Ticketing service,,74,Ticketing service/ Self Made,,,Germany,Married,,
1193,Anand Mahindra,3066962004,0.8218117,0.13694644,0.040151983,Diversified,Diversified,20/243,71,Diversified,,,India,Married,2,Mukesh Ambani/Uday Kotak
1194,Nick Caporella,3066962004,-1.9438325,0.9042518,0.59651315,Beverages,food/beverages,313/2966/486,90,Beverages/ Self Made,1,9,United States,Married,4,Lin Muqin & family/Nobutada Saji/Zong Fuli
1195,Juan Abello,3066962004,0.08828953,0.37525052,0.9586184,Investments,investment/finance,1406/1065/921,84,Investments,,,Spain,Married,4,Alberto Palatchi/Alejandro Santo Domingo/Beatriz Davila de Santo Domingo
1196,Park Dong-suk,3066962004,0.86412716,0.6160696,0.49834472,Electrical equipment,Electrical equipment,1240/897/1415/1915,65,Electrical equipment/ Self Made,,,South Korea,Married,,Vinod Rai Gupta/Wang Yanqing/Zhu Xingming/Zheng Jianjiang & family
1197,Spiro Latsis & family,3066962004,0.068754464,0.8229443,0.38076994,Banking  shipping,finance/logistics/shipping,919/2560/1677,79,Banking/ shipping,,,Greece,Married,2,George Prokopiou & family/Margarita Latsis Catsiapis & family/Marianna Latsis & family
1198,Brian Acton,3066962004,-1.5029424,1.1646916,-0.39679116,WhatsApp,messaging/social media/software/enterprise software,166/1835/5/20/13,54,WhatsApp/ Self Made,4,8,United States,Married,1,Jan Koum/Kevin Systrom/Mark Zuckerberg/Mukesh Ambani/Steve Ballmer
1199,Isabella Seràgnoli,3066962004,0.023910418,0.9344044,1.0043231,Packaging,Packaging,271/349/272/273/1223,80,Packaging,,,Italy,,,Finn Rausing/Graeme Hart/Jorn Rausing/Kirsten Rausing/Udo Schütz & family
1200,Howard Schultz,3066962004,-0.91877043,1.1303796,-1.07847,Starbucks,Starbucks,2855/828/1783,72,Starbucks/ Self Made,3,10,United States,Married,2,Antonio Percassi/George Lucas/Sheryl Sandberg
1201,Martua Sitorus,3066962004,1.3822882,-0.28189397,-0.39672312,Palm oil,energy/oil and gas,2577/1014/212,66,Palm oil/ Self Made,,,Indonesia,Married,,Bachtiar Karim/Kuok Khoon Hong/Robert Kuok
1202,Anthony Langley,3066962004,1.6409608,1.2483158,-0.68847793,Manufacturing,Manufacturing,312/1890/920/533/2015/302,71,Manufacturing/ Self Made,,,United Kingdom,Married,3,Anthony Pratt/Fiona Geminder/Haryanto Tjiptodihardjo/Horst Julius Pudwill/Yeh Kuo-I/Zhou Chaonan
1203,William Wrigley Jr,3066962004,-1.5665665,0.2586228,0.38103092,Chewing gum,Chewing gum,78,62,Chewing gum,1,3,United States,Divorced,4,Melinda French Gates
1204,Chao Chung-Hsin,3066962004,-1.0959167,1.2099873,0.5865087,Cooling devices and components,Cooling devices and components,1287,71,Cooling devices and components/ Self Made,,,Taiwan,Married,1,Chao Yung-Tsang
1205,Jeff Rothschild,3066962004,-1.1106737,1.2686634,-0.937929,Facebook,social media/advertising/ai,266/67/5/87/1783,71,Facebook/ Self Made,2,6,United States,Married,3,Douglas Leone/Eduardo Saverin/Mark Zuckerberg/Peter Thiel/Sheryl Sandberg
1206,Jonathan Nelson,3066962004,-1.155005,1.790025,0.013154298,Private equity,investment/finance,1830/336/335/1358,70,Private equity/ Self Made,2,8,United States,Widowed/ Remarried,3,David Grain/Michael Kim/Robert F. Smith/William Chisholm
1207,Travis Kalanick,3066962004,-1.5745864,1.3528328,-0.7058776,Uber,mobility/platform/logistics,869/1513/1970/2842,49,Uber/ Self Made,,8,United States,Single,,Garrett Camp/Jay-Z/Nicholas Pritzker/Ryan Graves
1208,John Fisher,3066962004,-0.9920785,0.8676643,-0.83476776,Gap,Gap,1024/2251/2601,64,Gap,2,2,United States,Married,4,Meg Whitman/Robert Fisher/William Fisher
1209,Romano Minozzi,3066962004,0.23002727,0.9229325,0.66610944,Utilities  diversified,Utilities/diversified,759/275/1030/725/766,91,Utilities/ diversified/ Self Made,,,Italy,,1,Claudio Del Vecchio/Francesco Gaetano Caltagirone/Giuliana Benetton/Leonardo Maria Del Vecchio/Luca Del Vecchio
1210,Gil Shwed,2981768615,-1.1773944,1.3744342,-0.630119,Software,software/cloud,2288/470/509/2851,57,Software/ Self Made,,,Israel,Single,,Marius Nacht/Mike Cannon-Brookes/Scott Farquhar/Tope Awotona
1211,Sol Daurella,2981768615,0.36374474,0.8659054,-0.9672952,Coca-Cola bottler,Coca-Cola bottler,1406/14/2170,60,Coca-Cola bottler,,,Spain,Married,,Alberto Palatchi/Amancio Ortega/Carmen Daurella Aguilera
1212,Vivek Jain,2981768615,0.84294564,0.21054141,0.33965826,Chemicals,Chemicals,123/1319/1881/2200/2735,70,Chemicals,,,India,Married,2,Chen Jianhua/Arun Bharat Ram/Lee Dong-chae/Pavan Jain/Soegiarto Adikoesoemo
1213,Jacques D'Amours,2981768615,0.6547066,0.6289896,-0.85908365,Convenience stores,retail,,,,,,,,,
1214,Kiran Mazumdar-Shaw,2981768615,0.19342612,0.55078024,0.3834194,Biopharmaceuticals,healthcare/pharmaceuticals,1905/1760/2355/1664/2354,73,Biopharmaceuticals/ Self Made,,,India,Widowed,,Karin Sartorius-Herbst/Park Soon-jae/Christine Franken & family/Devi Shetty/Ulrike Baro
1215,Jean Coutu & family,2981768615,-0.8049094,1.0640211,-0.012643397,Drugstores,retail,359/2261/654,98,Drugstores/ Self Made,,,Canada,Married,5,Dirk Rossmann & family/Masateru Uno & family/Stefano Pessina
1216,Anu Aga,2981768615,0.5873196,0.18760747,0.15245895,Engineering,construction/materials,1126/910/1832/1179/1045,83,Engineering,,,India,Widowed,1,Wolfgang Leitner/Baba Kalyani/Bhadresh Shah/Fabrizio Di Amato/Otto Happel
1217,Eduard Schleicher,2981768615,-0.094097346,0.9302584,1.5390592,Cement  Copper,construction/materials,1218,70,Cement/ Copper,,,Germany,Married,,Ursula Hutter-Schleicher
1218,Ursula Hutter-Schleicher,2981768615,0.13931312,1.6407889,0.6853689,Cement  Copper,construction/materials,1217,69,Cement/ Copper,,,Germany,Married,1,Eduard Schleicher
1219,Kim Beom-su,2981768615,-0.009503357,1.3184197,1.726557,Online services,Online services,1339/284/68/2997/2750/3112/1883,60,Online services/ Self Made,,,South Korea,Married,2,Chung Mong-joon/Hong Ra-hee/Jay Y. Lee/Kim Taek-jin/Lee Hae-jin/Lee Ho-jin/Yoon Dae-in
1220,Sam Altman,2981768615,-0.4047955,0.72119117,-0.6026353,Investments,investment/finance,207/406/1142/87/1420/2553,41,Investments/ Self Made,,,United States,,,Donald Newhouse/Frank Lowy/James Packer/Peter Thiel/Richard Chandler/Thaksin Shinawatra
1221,Michael Latifi,2981768615,-1.8751599,0.9320687,0.4666632,Meat processing,Meat processing,3007/3342/3008/660,63,Meat processing/ Self Made,,,Canada,,,Clemens Toennies/Luigi Cremonini & family/Robert Toennies/Steve Lavin & family
1222,Palmer Luckey,2981768615,-0.41796938,0.59200037,-0.19913554,Virtual reality  defense technology,Virtual reality/defense technology,266/67/5/87/1783,33,Virtual reality/ defense technology/ Self Made,,,United States,Single,,Douglas Leone/Eduardo Saverin/Mark Zuckerberg/Peter Thiel/Sheryl Sandberg
1223,Udo Schütz & family,2981768615,1.7072333,0.2785968,0.7135501,packaging,packaging,271/349/1199/272/273,89,packaging/ Self Made,,,Germany,Married,2,Finn Rausing/Graeme Hart/Isabella Seràgnoli/Jorn Rausing/Kirsten Rausing
1224,Li Zhenguo & family,2981768615,0.17165734,0.69901776,0.48938662,Solar wafers and modules,Solar wafers and modules,,,,,,,,,
1225,G. M. Rao,2981768615,1.6994702,0.30176494,0.21173947,Infrastructure,Infrastructure,2226/2154/2416,75,Infrastructure/ Self Made,,,India,Married,3,P.P. Reddy/P.V. Krishna Reddy/Satyanarayana Chava
1226,Roberto Irineu Marinho,2981768615,-0.3751593,-0.4209472,0.36297664,Media,media/entertainment,596/963,78,Media,,,Brazil,Married,4,David Thomson/Joao Roberto Marinho
1227,Georg von Opel,2981768615,-1.2518076,0.64478797,0.54711306,Real estate  investments,investment/finance/real estate,369/1369/394/1450/221,60,Real estate/ investments,,,Switzerland,Married,5,Fredrik Lundberg/George Argyros & family/Jeff Greene/Nicolas Berggruen/Simon Reuben
1228,Hu Rongda & family,2981768615,0.7491034,0.3477071,-0.34769517,Chemicals,Chemicals,1319/123/1881/2735/1212,66,Chemicals/ Self Made,,,China,,,Arun Bharat Ram/Chen Jianhua/Lee Dong-chae/Soegiarto Adikoesoemo/Vivek Jain
1229,Zhou Jianping,2981768615,0.81585014,0.46435603,-0.5394476,Fashion retail,ai/software/retail/luxury/fashion,168/1342/31/1619,65,Fashion retail/ Self Made,,,China,Married,,Anders Holch Povlsen/Qiu Guanghe & family/Tadashi Yanai & family/Tang Yiu
1230,Mário Araripe,2981768615,1.142775,1.2376641,-0.5116507,Energy,energy/oil and gas,1290/1097/829/172/2299/2247,71,Energy/ Self Made,,,Brazil,Divorced,4,Ma Yunsheng/Ronald McAulay/Saban Cemil Kazanci/Sarath Ratanavadi/Timothy Dunn & family/Zhang Jianguo & family
1231,Jim Breyer,2981768615,-1.7189819,0.943375,-0.24487168,Venture capital,investment/finance,5/1783,64,Venture capital/ Self Made,1,8,United States,Widowed,4,Mark Zuckerberg/Sheryl Sandberg
